org	title (year)	URL	access	status	notes
Defense Health Agency Joint Trauma System	(Acute) Concussion Management and Progressive Return to Activity (2024)	https://jts.health.mil/assets/docs/cpgs/Progressive_Return_to_Activity_Primary_Care_for_Acute_Concussion_Management_January_2024.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	(High Bilateral) Amputations and Dismounted Complex Blast Injury (2024)	https://jts.health.mil/assets/docs/cpgs/High_Bilateral_Amputations_Dismounted_Complex_Blast_Injury_05_Aug_2024_ID22_v1.2.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	(Management of) Stroke and Cerebrovascular Emergencies in the Deployed Setting (2024)	https://jts.health.mil/assets/docs/cpgs/Stroke_Cerebrovascular_Emergencies_Deployed_Setting_03_July_2024.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Altitude Emergencies Prehospital Environment (2024)	https://jts.health.mil/assets/docs/cpgs/Altitude_Emergencies_Prehospital_Environment_05_Mar_2024_ID95_v1.2.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Amputation: Evaluation and Treatment, 10 Oct 2024 (2024)	https://jts.health.mil/assets/docs/cpgs/Amputation_Evaluation_and_Treatment_10_Oct_2024_ID07_v1.1.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Chemical, Biological, Radiological and Nuclear (CBRN) Injury Response Part 3: Medical Management of Radiation Exposure and Nuclear Events (2024)	https://jts.health.mil/assets/docs/cpgs/CBRN_3_20_Aug_2024_ID93_v1.3.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	CPG Development Process (2024)	https://jts.health.mil/assets/docs/cpgs/JTS_CPG_Development_Process_04_Oct_2024_ID54.pdf	open	excluded(no patient-care recommendations)	-
Defense Health Agency Joint Trauma System	En Route Care Patient Packaging (2024)	https://jts.health.mil/assets/docs/cpgs/En_Route_Care_Patient_Packaging_21_Aug_2024_ID97_v1.2.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Frozen and Deglycerolized Red Blood Cells (2024)	https://jts.health.mil/assets/docs/cpgs/Frozen_Deglycerolized_Red-Blood_Cells_05_Aug_2024_ID26_v1.2.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Genitourinary (GU) Injury Trauma Management (2024)	https://jts.health.mil/assets/docs/cpgs/Genitourinary_Injury_Trauma_Management_29_Mar_2024_ID42_v1.2.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	JTS CPG Author Guidance (2024)	https://jts.health.mil/assets/docs/cpgs/JTS_CPG_Author_Guidance_28_Aug_2024.pdf	open	excluded(no patient-care recommendations)	-
Defense Health Agency Joint Trauma System	Prevention of Venous Thromboembolism (2024)	https://jts.health.mil/assets/docs/cpgs/Prevention_of_Venous_Thromboembolism_29_Mar_2024_ID36v1.2.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Suspected Radio Frequency Electromagnetic Field Overexposure (2024)	https://jts.health.mil/assets/docs/cpgs/Radiofrequency_EMF_Overexposure_CPG_12_Jul_2024_ID98_v1.2.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Hypothermia Prevention, Monitoring, and Management (2023)	https://jts.health.mil/assets/docs/cpgs/Hypothermia_Prevention_Treatment_07_Jun_2023_ID23.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Invasive Fungal Infection in War Wounds (2023)	https://jts.health.mil/assets/docs/cpgs/Invasive_Fungal_Infection_in_War_Wounds_17_Jul_2023_ID28_v1.1.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Telemedicine in the Deployed Setting (2023)	https://jts.health.mil/assets/docs/cpgs/Telemedicine_Deployed_Setting_19_Sep_2023_ID94_v1.2.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Traumatic Brain Injury and Neurosurgery in the Deployed Environment (2023)	https://jts.health.mil/assets/docs/cpgs/TBI_Neurosurgery_Deployed%20Environment_15_Sep_2023_ID30_v1.1.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Chemical, Biological, Radiological and Nuclear (CBRN) Injury Response Part 2: Medical Management of Chemical Agent Exposure (2022)	https://jts.health.mil/assets/docs/cpgs/CBRN_Injury_Response_Part_2_Medical_Management_25_Mar_2022_ID69.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Hyperkalemia and Dialysis in the Deployed Setting (2022)	https://jts.health.mil/assets/docs/cpgs/Hyperkalemia_and_Dialysis_in_Deployed_Setting_25_Apr_2022_ID52.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	(Acute) Coronary Syndrome (2021)	https://jts.health.mil/assets/docs/cpgs/Acute_Coronary_Syndrome_14_May_2021_ID86.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	(War) Wounds: Wound Debridement and Irrigation (2021)	https://jts.health.mil/assets/docs/cpgs/War_Wounds_Debridement_and_Irrigation_27_Sep_2021_ID31.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Anesthesia for Trauma Patients (2021)	https://jts.health.mil/assets/docs/cpgs/Anesthesia_for_Trauma_Patients_05_Apr_2021_ID40.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Eye Trauma: Initial Care (2021)	https://jts.health.mil/assets/docs/cpgs/Eye_Trauma_Initial_Care_01_Jun_2021_ID03.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Infection Prevention in Combat-Related Injuries (2021)	https://jts.health.mil/assets/docs/cpgs/Infection_Prevention_in_Combat-related_Injuries_27_Jan_2021_ID24.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Pain, Anxiety and Delirium (2021)	https://jts.health.mil/assets/docs/cpgs/Pain_Anxiety_Delirium_26_Apr_2021_ID29_v1.2.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Prolonged Casualty Care Guidelines (2021)	https://jts.health.mil/assets/docs/cpgs/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	(Prehospital) Blood Transfusion (2020)	https://jts.health.mil/assets/docs/cpgs/Prehospital_Blood_Transfusion_30_Oct_2020_ID82.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Blunt Abdominal Trauma, Splenectomy, and Post-Splenectomy Vaccination (2020)	https://jts.health.mil/assets/docs/cpgs/Blunt_Abdominal_Trauma_Splenectomy_Vaccination_13_May_2020_ID09.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Cervical and Thoracolumbar Spine Injury Evaluation, Transport and Surgery in the Deployed Setting (2020)	https://jts.health.mil/assets/docs/cpgs/Cervical_Thoracolumbar_Spine_Injury_19_Jun_2020_ID15.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Documentation Requirements for Combat Casualty Care (2020)	https://jts.health.mil/assets/docs/cpgs/Documentation_Requirements_for_Combat_Casualty_Care_18_Sep_2020_ID11.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Ocular Evaluation and Disposition after Suspected Laser Exposure (2020)	https://jts.health.mil/assets/docs/cpgs/Ocular_Evaluation_Disposition_After_Laser_Exposure_14_Feb_2020_ID79.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Sepsis Management in Prolonged Field Care (2020)	https://jts.health.mil/assets/docs/cpgs/Sepsis_Management_PFC_28_Oct_2020_ID83.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Ventilator Associated Pneumonia (VAP) (2020)	https://jts.health.mil/assets/docs/cpgs/Ventilator_Associated_Pneumonia_(VAP)_07_May_2020_ID45.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	(Austere) Resuscitative Surgical Care (2019)	https://jts.health.mil/assets/docs/cpgs/Austere_Resuscitative_Surgical_Care_30_Oct_2019_ID76.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Damage Control Resuscitation (2019)	https://jts.health.mil/assets/docs/cpgs/Damage_Control_Resuscitation_12_Jul_2019_ID18.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Transfusion for MWD (2019)	https://jts.health.mil/assets/docs/cpgs/Transfusion_in_Military_Working_Dog_10_Dec_2019_ID77.pdf	open	excluded(veterinary; not human patient care)	veterinary
Defense Health Agency Joint Trauma System	(Wartime) Thoracic Injury (2018)	https://jts.health.mil/assets/docs/cpgs/Wartime_Thoracic_Injury_26_Dec_2018_ID74.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Damage Control Resuscitation (DCR) in Prolonged Field Care (2018)	https://jts.health.mil/assets/docs/cpgs/Damage_Control_Resuscitation_PFC_01_Oct_2018_ID73.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Documentation in Prolonged Field Care (2018)	https://jts.health.mil/assets/docs/cpgs/Documentation_Prolonged_Field_Care_13_Nov_2018_ID72_v1.1.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Emergency General Surgery in Deployed Locations (2018)	https://jts.health.mil/assets/docs/cpgs/Emergency_General_Surgery_in_Deployed_Locations_01_Aug_2018_ID71.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Emergent Resuscitative Thoracotomy (ERT) (2018)	https://jts.health.mil/assets/docs/cpgs/Emergent_Resuscitative_Thoracotomy_ERT_18_Jul_2018_ID20.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Military Working Dogs Clinical Management (2018)	https://jts.health.mil/assets/docs/cpgs/MWD_CPG_12_Dec_2018_ID16_v1.8.pdf	open	excluded(veterinary; not human patient care)	veterinary
Defense Health Agency Joint Trauma System	Whole Blood Transfusion (2018)	https://jts.health.mil/assets/docs/cpgs/Whole_Blood_Transfusion_15_May_2018_ID21.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	(Acute Traumatic) Wound Management in the Prolonged Field Care Setting (2017)	https://jts.health.mil/assets/docs/cpgs/Wound_Management_PFC_24_Jul_2017_ID62.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	(Acute) Respiratory Failure (2017)	https://jts.health.mil/assets/docs/cpgs/Acute_Respiratory_Failure_23_Jan_2017_ID06_v1.1.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Analgesia and Sedation Management During Prolonged Field Care (2017)	https://jts.health.mil/assets/docs/cpgs/Analgesia_and_Sedation_Management_during_PFC_11_May_2017_ID61.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Burn Wound Management in Prolonged Field Care (2017)	https://jts.health.mil/assets/docs/cpgs/Burn_Management_PFC_13_Jan_2017_ID57.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Catastrophic Non-Survivable Brain Injury (2017)	https://jts.health.mil/assets/docs/cpgs/Catastrophic_Non-Survivable_Brain_Injury_27_Jan_2017_ID13.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Frostbite and Immersion Foot Care (2017)	https://jts.health.mil/assets/docs/cpgs/Frostbite_and_Immersion_Foot_Care_26_Jan_2017_ID_59.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Ocular Injuries and Vision-Threatening Conditions in Prolonged Field Care (2017)	https://jts.health.mil/assets/docs/cpgs/Ocular_Injuries_Vision-Threatening_Conditions_PFC_01_Dec_2017_ID66.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Radiology: Imaging Trauma Patients in a Deployed Setting (2017)	https://jts.health.mil/assets/docs/cpgs/Radiology_Imaging_Trauma_Patients_in_Deployed_Setting_13_Mar_2017_ID01.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Traumatic Brain Injury Management in Prolonged Field Care (2017)	https://jts.health.mil/assets/docs/cpgs/Traumatic_Brain_Injury_PFC_06_Dec_2017_ID63.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Unexploded Ordnance (UXO) Management (2017)	https://jts.health.mil/assets/docs/cpgs/Unexploded_Ordnance_(UXO)_Management_14_Mar_2017_ID41.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Crush Syndrome - Prolonged Field Care (2016)	https://jts.health.mil/assets/docs/cpgs/Crush_Syndrome_PFC_28_Dec_2016_ID58.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Inhalation Injury and Toxic Industrial Chemical Exposure (2016)	https://jts.health.mil/assets/docs/cpgs/Inhalation_Injury_Toxic_and_Industrial_Chemical_Exposure_26_Jul_2016_ID25.pdf	open	unqueued	-
Defense Health Agency Joint Trauma System	Nutritional Support Using Enteral and Parenteral Methods (2016)	https://jts.health.mil/assets/docs/cpgs/Nutrition_Using_Enteral_and_Parenteral_Methods_04_Aug_2016_ID33.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	BOP Health Services National Formulary: Formulary Report (2026)	https://www.bop.gov/resources/pdfs/winter_2026_formulary_report.pdf	open	excluded(administrative)	formulary change report; no patient-care recommendations
Federal Bureau of Prisons Health Services Division	BOP National Formulary (2026)	https://www.bop.gov/resources/pdfs/winter_2026_national_formulary.pdf	open	excluded(administrative)	drug-list formulary; no patient-care recommendations
Federal Bureau of Prisons Health Services Division	Care Level Classifications for Medical and Mental Health Conditions or Disabilities (2025)	https://www.bop.gov/resources/pdfs/care_level_classification_guidance_102025_final.pdf	open	excluded(administrative; classifies patients for institution assignment, not patient-care recommendations)	-
Federal Bureau of Prisons Health Services Division	Community Resources for Releasing Adults in Custody (2025)	https://www.bop.gov/resources/pdfs/community_resources_for_releasing_offenders_revised.pdf	open	excluded(administrative; directory of external community resources)	continuity-of-care recommendations
Federal Bureau of Prisons Health Services Division	Federal Bureau of Prisons Clinical Guidance: Immunization (2025)	https://www.bop.gov/resources/pdfs/immunization_cg_dec_2025_final.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Guidance for Medical Diets Clinical Guidance (2024)	https://www.bop.gov/resources/pdfs/medical_diets_final_dec_2024.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Opioid Use Disorder Clinical Guidance (2024)	https://www.bop.gov/resources/pdfs/combined_oud_modules_352025.pdf	open	unqueued	index label year differs from filename
Federal Bureau of Prisons Health Services Division	Preventive Health Care (2024)	https://www.bop.gov/resources/pdfs/preventive_health_care_december_2024.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Respiratory Communicable Illness Clinical Management (2024)	https://www.bop.gov/resources/pdfs/RespiratoryCommunicableIllnessClinicalManagement2024.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Antimicrobial Stewardship Clinical Guidance (2022)	https://www.bop.gov/resources/pdfs/antimicrobial_stewardship_cg.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Poliovirus Clinical Guidance (2022)	https://www.bop.gov/resources/pdfs/poliovirus_cg.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Adult Attention Deficit/Hyperactivity Disorder (ADHD) (2021)	https://www.bop.gov/resources/pdfs/adult_adhd_cd.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Hepatitis C (2021)	https://www.bop.gov/resources/pdfs/hcv_guidance.20210513.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Lipid Management (2021)	https://www.bop.gov/resources/pdfs/Lipid_Management.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Re-Entry Medication Acquisition Guide (2021)	https://www.bop.gov/resources/pdfs/re-entry-medication-acquisition-guide.pdf	open	excluded(administrative; directory of medication assistance programs)	continuity-of-care recommendations
Federal Bureau of Prisons Health Services Division	Scabies (2020)	https://www.bop.gov/resources/pdfs/scabies_cg.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Tuberculosis (2020)	https://www.bop.gov/resources/pdfs/TB_CPG.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Withdrawal for Inmates with Substance Use Disorder (2020)	https://www.bop.gov/resources/pdfs/medically_supervised_withdrawal_cg.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Compassionate Release Criteria for Elderly Inmates with Medical Conditions (2019)	https://www.bop.gov/resources/pdfs/2019_compassionate_release_cpg.pdf	open	excluded(administrative; medical criteria for a sentence-reduction determination)	-
Federal Bureau of Prisons Health Services Division	Hepatitis A (2019)	https://www.bop.gov/resources/pdfs/hepatitis_a_cpg_112019.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Measles (2019)	https://www.bop.gov/resources/pdfs/measles_cpg_20191113.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Anticoagulation Protocol (2018)	https://www.bop.gov/resources/pdfs/anticoagulationprotocol2018.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Durable Medical Equipment (2018)	https://www.bop.gov/resources/pdfs/durable_medical_equipment_cpg.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Infection Control and Environment of Care in Dental Health-Care Settings (2018)	https://www.bop.gov/resources/pdfs/infection_control_in_dental_healthcare_guidance.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Ophthalmology Guidance (2018)	https://www.bop.gov/resources/pdfs/ophthalmology_guidance201810.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Pain Management of Federal Inmates (2018)	https://www.bop.gov/resources/pdfs/pain_mgmt_inmates_cpg.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Acne Guidance (2017)	https://www.bop.gov/resources/pdfs/acne_guidance_2017.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Diabetes (2017)	https://www.bop.gov/resources/pdfs/201703_diabetes.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Heat-Related Illness (2017)	https://www.bop.gov/resources/pdfs/heat_related_illness.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Management of Food Allergies (2017)	https://www.bop.gov/resources/pdfs/food_allergy_guidance_201711.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Medical Management of Exposures: HIV, HBV, HCV, Human Bites, and Sexual Exposures (2017)	https://www.bop.gov/resources/pdfs/201704_medical_mgmt.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Zika Virus (2017)	https://www.bop.gov/resources/pdfs/zika2017.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Responding to Foodborne Illness Outbreaks (2016)	https://www.bop.gov/resources/pdfs/foodborne_illness.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Varicella Zoster Virus Infections (2016)	https://www.bop.gov/resources/pdfs/varicella2016.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Hypertension (2015)	https://www.bop.gov/resources/pdfs/hypertension_2015.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Interim Ebola Protocol: Inmate Screening and Management (2015)	https://www.bop.gov/resources/pdfs/BOP_Ebola_Protocol_2015.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Depression (2014)	https://www.bop.gov/resources/pdfs/depression.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Lice Protocol (2014)	https://www.bop.gov/resources/pdfs/lice_protocol.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Medical Management of Malnutrition (Undernutrition) (2014)	https://www.bop.gov/resources/pdfs/malnutrition_cpg2.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Prevention and Management of Acute and Chronic Wounds (2014)	https://www.bop.gov/resources/pdfs/wounds.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Asthma (2013)	https://www.bop.gov/resources/pdfs/asthma_cpg.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Nutrition Management After Bariatric Surgery (2013)	https://www.bop.gov/resources/pdfs/2018_nutrition_mgmt_after_bariatric.pdf	open	unqueued	index label year differs from filename
Federal Bureau of Prisons Health Services Division	Pandemic Influenza Plan — Module 1: Surveillance and Infection Control (2012)	https://www.bop.gov/resources/pdfs/pan_flu_module_1.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Pandemic Influenza Plan — Module 2: Antiviral Medications and Vaccines (2012)	https://www.bop.gov/resources/pdfs/pan_flu_module_2.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Pandemic Influenza Plan — Module 3: Health Care Delivery (2012)	https://www.bop.gov/resources/pdfs/pan_flu_module_3.pdf	open	unqueued	-
Federal Bureau of Prisons Health Services Division	Pandemic Influenza Plan — Module 4: Care for the Deceased (2012)	https://www.bop.gov/resources/pdfs/pan_flu_module_4.pdf	open	excluded(administrative; contingency operations for the deceased, not patient care)	-
Federal Bureau of Prisons Health Services Division	Federal Bureau of Prisons Report on Infectious Disease Management (2001)	https://www.bop.gov/resources/pdfs/report.pdf	open	excluded(administrative)	program report summarizing policies and guidelines
Health Resources and Services Administration	Screening for Cervical Cancer (2027; pub 2025)	https://www.womenspreventivehealth.org/recommendations/cervical-cancer/	open	unqueued	WPSI-developed; HRSA-adopted 2025-12; effective plan years 2027; living
Health Resources and Services Administration	Breast Cancer Screening for Women at Average Risk (2024)	https://www.womenspreventivehealth.org/recommendations/breast-cancer	open	provisional(year unresolved: living WPSI recommendation, no version year on the artifact, the HRSA index, or the WPSI recommendations table)	WPSI-developed; HRSA-adopted; living
Health Resources and Services Administration	Patient Navigation Services for Breast and Cervical Cancer Screening (2024)	https://www.womenspreventivehealth.org/recommendations/patient-navigation-services-for-breast-and-cervical-cancer-screening	open	provisional(year unresolved: living WPSI recommendation, no version year on the artifact, the HRSA index, or the WPSI recommendations table)	WPSI-developed; HRSA-adopted; living
Health Resources and Services Administration	Screening and Counseling for Intimate Partner and Domestic Violence (2024)	https://www.womenspreventivehealth.org/recommendations/intimate-partner-and-domestic-violence/	open	provisional(year unresolved: living WPSI recommendation, no version year on the artifact, the HRSA index, or the WPSI recommendations table)	WPSI-developed; HRSA-adopted; living
Health Resources and Services Administration	Screening for Urinary Incontinence (2024)	https://www.womenspreventivehealth.org/recommendations/urinary-incontinence/	open	provisional(year unresolved: living WPSI recommendation, no version year on the artifact, the HRSA index, or the WPSI recommendations table)	WPSI-developed; HRSA-adopted; living
Health Resources and Services Administration	Screening for Diabetes after Pregnancy (2023)	https://www.womenspreventivehealth.org/recommendations/diabetes-after-pregnancy/	open	provisional(year unresolved: living WPSI recommendation, no version year on the artifact, the HRSA index, or the WPSI recommendations table)	WPSI-developed; HRSA-adopted; living
Health Resources and Services Administration	Screening for Diabetes in Pregnancy (2023)	https://www.womenspreventivehealth.org/recommendations/diabetes-in-pregnancy	open	provisional(year unresolved: living WPSI recommendation, no version year on the artifact, the HRSA index, or the WPSI recommendations table)	WPSI-developed; HRSA-adopted; living
Health Resources and Services Administration	Breastfeeding Services and Supplies (2022)	https://www.womenspreventivehealth.org/recommendations/breastfeeding-services-and-supplies	open	provisional(year unresolved: living WPSI recommendation, no version year on the artifact, the HRSA index, or the WPSI recommendations table)	WPSI-developed; HRSA-adopted; living
Health Resources and Services Administration	Contraception (2022)	https://www.womenspreventivehealth.org/recommendations/contraception/	open	provisional(year unresolved: living WPSI recommendation, no version year on the artifact, the HRSA index, or the WPSI recommendations table)	WPSI-developed; HRSA-adopted; living
Health Resources and Services Administration	Counseling for Sexually Transmitted Infections (STIs) (2022)	https://www.womenspreventivehealth.org/recommendations/sexually-transmitted-infections/	open	provisional(year unresolved: living WPSI recommendation, no version year on the artifact, the HRSA index, or the WPSI recommendations table)	WPSI-developed; HRSA-adopted; living
Health Resources and Services Administration	Human Immunodeficiency Virus Infection (HIV) (2022)	https://www.womenspreventivehealth.org/recommendations/human-immunodeficiency-virus-infection	open	provisional(year unresolved: living WPSI recommendation, no version year on the artifact, the HRSA index, or the WPSI recommendations table)	WPSI-developed; HRSA-adopted; living
Health Resources and Services Administration	Obesity Prevention in Midlife Women (2022)	https://www.womenspreventivehealth.org/recommendations/preventing-obesity-in-midlife-women/	open	provisional(year unresolved: living WPSI recommendation, no version year on the artifact, the HRSA index, or the WPSI recommendations table)	WPSI-developed; HRSA-adopted; living
Health Resources and Services Administration	Well-Woman Preventive Visits (2022)	https://www.womenspreventivehealth.org/recommendations/well-woman-preventive-visits	open	provisional(year unresolved: living WPSI recommendation, no version year on the artifact, the HRSA index, or the WPSI recommendations table)	WPSI-developed; HRSA-adopted; living
Health Resources and Services Administration	Screening for Anxiety (2020)	https://www.womenspreventivehealth.org/recommendations/screening-for-anxiety/	open	provisional(year unresolved: living WPSI recommendation, no version year on the artifact, the HRSA index, or the WPSI recommendations table)	WPSI-developed; HRSA-adopted; living
Healthcare Infection Control Practices Advisory Committee	Infection Prevention and Control in Healthcare Settings: Mpox (2026)	https://www.cdc.gov/monkeypox/hcp/infection-control/healthcare-settings.html	open	unqueued	living; update 2026-02-09; repaired broken index URL
Healthcare Infection Control Practices Advisory Committee	Influenza Infection Control in Health Care Facilities (2026)	https://www.cdc.gov/flu/hcp/infection-control/index.html	open	unqueued	living; update 2026-05-08; repaired legacy URL
Healthcare Infection Control Practices Advisory Committee	2025 US Public Health Service Guidelines for the Management of Occupational Exposures to Human Immunodeficiency Virus and Recommendations for Postexposure Prophylaxis in Healthcare Settings (2025)	https://stacks.cdc.gov/view/cdc/183609/cdc_183609_DS1.pdf	open	unqueued	replaces 2013 guidance linked by index
Healthcare Infection Control Practices Advisory Committee	Infection Control in Healthcare Personnel: Epidemiology and Control of Selected Infections Transmitted Among Healthcare Personnel and Patients (2025)	https://www.cdc.gov/infection-control/hcp/healthcare-personnel-epidemiology-control/index.html	open	unqueued	living; update 2025-01-31
Healthcare Infection Control Practices Advisory Committee	MDRO Prevention Strategies (2025)	https://www.cdc.gov/healthcare-associated-infections/php/preventing-mdros/mdro-prevention-strategies.html	open	unqueued	living; update 2025-02-11
Healthcare Infection Control Practices Advisory Committee	Preventing Transmission of Viral Respiratory Pathogens in Healthcare Settings (2025)	https://www.cdc.gov/infection-control/hcp/viral-respiratory-prevention/index.html	open	unqueued	living; update 2025-05-21
Healthcare Infection Control Practices Advisory Committee	MDRO Containment Strategy (2024)	https://www.cdc.gov/healthcare-associated-infections/php/preventing-mdros/mdro-containment-strategy.html	open	unqueued	living; update 2024-03-19
Healthcare Infection Control Practices Advisory Committee	Measles: Infection Control in Healthcare Personnel (2024)	https://www.cdc.gov/infection-control/hcp/healthcare-personnel-epidemiology-control/measles.html	open	unqueued	living; replaces indexed retired interim page
Healthcare Infection Control Practices Advisory Committee	Prevention and Control for Hospitalized MERS Patients (2024)	https://www.cdc.gov/mers/hcp/infection-control/index.html	open	unqueued	living; update 2024-05-23
Healthcare Infection Control Practices Advisory Committee	Standard Precautions for All Patient Care (2024)	https://www.cdc.gov/infection-control/hcp/basics/standard-precautions.html	open	unqueued	living; update 2024-02-12
Healthcare Infection Control Practices Advisory Committee	Transmission-Based Precautions (2024)	https://www.cdc.gov/infection-control/hcp/basics/transmission-based-precautions.html	open	unqueued	living; update 2024-02-12
Healthcare Infection Control Practices Advisory Committee	Infection Control Guidance: SARS-CoV-2 (2023)	https://www.cdc.gov/covid/hcp/infection-control/index.html	open	unqueued	living; update 2023-05-08; replaces indexed legacy URL
Healthcare Infection Control Practices Advisory Committee	CDC's Core Infection Prevention and Control Practices for Safe Healthcare Delivery in All Settings (2022)	https://www.cdc.gov/infection-control/hcp/core-practices/index.html	open	unqueued	HICPAC-approved 2014; reviewed and updated 2022-10; living
Healthcare Infection Control Practices Advisory Committee	Guideline for the Prevention and Control of Infections in Neonatal Intensive Care Unit Patients: Central Line-Associated Bloodstream Infections (2022)	https://www.cdc.gov/infection-control/media/pdfs/Guideline-NICU-CLABSI-508.pdf	open	unqueued	-
Healthcare Infection Control Practices Advisory Committee	Interim Guidance for Infection Control Within Healthcare Settings When Caring for Confirmed Cases, Probable Cases, and Cases Under Investigation for Infection with Novel Influenza A Viruses Associated with Severe Disease (2022)	https://www.cdc.gov/bird-flu/hcp/novel-flu-infection-control/index.html	open	unqueued	living; repaired legacy URL
